message,intent
"There is a flood in Chamoli, please assist us.",evacuation_request
Help! Our house is stuck due to a landslide in Pauri.,power_failure
"Severe drought has affected us in Dehradun, need urgent help!",request_rescue
We need medical assistance due to hailstorm in Uttarkashi.,request_medical_aid
Help! Our house is stuck due to a landslide in Rudraprayag.,request_information
Help! Our house is stuck due to a fire in Bageshwar.,request_information
"We are trapped in a hailstorm in Almora, send help!",request_rescue
"There is a fire in Pithoragarh, please assist us.",evacuation_request
People missing after hailstorm in Chamoli.,missing_person
We need medical assistance due to landslide in Chamoli.,request_medical_aid
Electricity has gone after landslide in Nainital.,power_failure
Electricity has gone after hailstorm in Nainital.,power_failure
"Due to hailstorm, situation is worsening in Tehri. Need aid!",damage_report
We need medical assistance due to drought in Uttarkashi.,request_medical_aid
"Severe cloudburst has affected us in Rudraprayag, need urgent help!",request_rescue
"We are trapped in a hailstorm in Pithoragarh, send help!",request_rescue
Electricity has gone after earthquake in Bageshwar.,power_failure
We need medical assistance due to drought in Nainital.,request_medical_aid
We need medical assistance due to cloudburst in Rudraprayag.,request_medical_aid
"Severe landslide has affected us in Rudraprayag, need urgent help!",request_supplies
"Due to flood, situation is worsening in Chamoli. Need aid!",evacuation_request
We need medical assistance due to cloudburst in Dehradun.,request_medical_aid
"Severe drought has affected us in Dehradun, need urgent help!",missing_person
We need to evacuate urgently due to earthquake in Chamoli.,evacuation_request
People missing after hailstorm in Pithoragarh.,missing_person
"Due to flood, situation is worsening in Pithoragarh. Need aid!",request_rescue
Water and food are running out after earthquake hit Pithoragarh.,request_supplies
"Severe fire has affected us in Pithoragarh, need urgent help!",damage_report
"There is a fire in Bageshwar, please assist us.",missing_person
Water and food are running out after fire hit Uttarkashi.,request_supplies
People missing after fire in Tehri.,missing_person
We need medical assistance due to hailstorm in Uttarkashi.,request_medical_aid
Water and food are running out after earthquake hit Pithoragarh.,request_supplies
"There is a fire in Rudraprayag, please assist us.",request_supplies
People missing after landslide in Dehradun.,missing_person
"Due to cloudburst, situation is worsening in Nainital. Need aid!",evacuation_request
Help! Our house is stuck due to a earthquake in Almora.,request_supplies
"Severe hailstorm has affected us in Nainital, need urgent help!",request_medical_aid
We need to evacuate urgently due to landslide in Almora.,evacuation_request
"Severe landslide has affected us in Uttarkashi, need urgent help!",power_failure
"Severe earthquake has affected us in Tehri, need urgent help!",request_medical_aid
People missing after fire in Dehradun.,missing_person
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
"We are trapped in a earthquake in Uttarkashi, send help!",request_rescue
Electricity has gone after drought in Dehradun.,power_failure
"We are trapped in a flood in Rudraprayag, send help!",request_rescue
We need to evacuate urgently due to flood in Almora.,evacuation_request
We need to evacuate urgently due to landslide in Tehri.,evacuation_request
Water and food are running out after landslide hit Nainital.,request_supplies
"Severe flood has affected us in Rudraprayag, need urgent help!",request_supplies
Help! Our house is stuck due to a landslide in Pithoragarh.,request_information
People missing after landslide in Pauri.,missing_person
Help! Our house is stuck due to a fire in Rudraprayag.,request_rescue
"Severe earthquake has affected us in Rudraprayag, need urgent help!",damage_report
"We are trapped in a fire in Chamoli, send help!",request_rescue
"There is a earthquake in Nainital, please assist us.",damage_report
"There is a cloudburst in Pithoragarh, please assist us.",request_supplies
"There is a earthquake in Pauri, please assist us.",request_supplies
Water and food are running out after landslide hit Almora.,request_supplies
Water and food are running out after earthquake hit Pauri.,request_supplies
We need medical assistance due to landslide in Almora.,request_medical_aid
Water and food are running out after cloudburst hit Almora.,request_supplies
"Due to fire, situation is worsening in Pithoragarh. Need aid!",request_rescue
"Severe fire has affected us in Almora, need urgent help!",missing_person
"We are trapped in a fire in Dehradun, send help!",request_rescue
"Due to fire, situation is worsening in Bageshwar. Need aid!",request_rescue
Electricity has gone after hailstorm in Rudraprayag.,power_failure
"Due to landslide, situation is worsening in Almora. Need aid!",missing_person
Water and food are running out after drought hit Chamoli.,request_supplies
People missing after landslide in Almora.,missing_person
Water and food are running out after cloudburst hit Nainital.,request_supplies
"We are trapped in a earthquake in Pauri, send help!",request_rescue
"Due to landslide, situation is worsening in Bageshwar. Need aid!",missing_person
We need medical assistance due to flood in Pithoragarh.,request_medical_aid
"There is a cloudburst in Rudraprayag, please assist us.",request_medical_aid
People missing after flood in Uttarkashi.,missing_person
Help! Our house is stuck due to a cloudburst in Dehradun.,evacuation_request
"We are trapped in a landslide in Uttarkashi, send help!",request_rescue
We need medical assistance due to hailstorm in Almora.,request_medical_aid
"We are trapped in a earthquake in Bageshwar, send help!",request_rescue
Water and food are running out after landslide hit Rudraprayag.,request_supplies
We need to evacuate urgently due to fire in Chamoli.,evacuation_request
Water and food are running out after earthquake hit Almora.,request_supplies
"We are trapped in a landslide in Uttarkashi, send help!",request_rescue
We need medical assistance due to earthquake in Rudraprayag.,request_medical_aid
"We are trapped in a flood in Chamoli, send help!",request_rescue
Electricity has gone after earthquake in Chamoli.,power_failure
"Severe flood has affected us in Pithoragarh, need urgent help!",request_information
People missing after hailstorm in Nainital.,missing_person
"Severe flood has affected us in Bageshwar, need urgent help!",power_failure
Help! Our house is stuck due to a flood in Bageshwar.,power_failure
Electricity has gone after landslide in Rudraprayag.,power_failure
Electricity has gone after fire in Dehradun.,power_failure
"We are trapped in a landslide in Nainital, send help!",request_rescue
People missing after cloudburst in Pauri.,missing_person
"Severe earthquake has affected us in Uttarkashi, need urgent help!",request_medical_aid
Water and food are running out after fire hit Pauri.,request_supplies
We need to evacuate urgently due to hailstorm in Nainital.,evacuation_request
"There is a landslide in Pithoragarh, please assist us.",request_rescue
"Severe cloudburst has affected us in Dehradun, need urgent help!",request_rescue
We need to evacuate urgently due to drought in Pithoragarh.,evacuation_request
"There is a earthquake in Dehradun, please assist us.",power_failure
People missing after flood in Tehri.,missing_person
"We are trapped in a drought in Dehradun, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Nainital.,request_information
Help! Our house is stuck due to a landslide in Uttarkashi.,missing_person
"Due to flood, situation is worsening in Pithoragarh. Need aid!",request_medical_aid
"There is a flood in Pithoragarh, please assist us.",request_supplies
"Severe flood has affected us in Chamoli, need urgent help!",evacuation_request
People missing after hailstorm in Bageshwar.,missing_person
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
Water and food are running out after hailstorm hit Bageshwar.,request_supplies
Water and food are running out after earthquake hit Dehradun.,request_supplies
"Due to cloudburst, situation is worsening in Pithoragarh. Need aid!",missing_person
People missing after drought in Pauri.,missing_person
"There is a flood in Chamoli, please assist us.",damage_report
Electricity has gone after flood in Chamoli.,power_failure
Electricity has gone after cloudburst in Pithoragarh.,power_failure
"We are trapped in a earthquake in Pauri, send help!",request_rescue
"Severe flood has affected us in Dehradun, need urgent help!",power_failure
We need to evacuate urgently due to earthquake in Bageshwar.,evacuation_request
